setting,target,control,predictor_set,cv_spearman_mean,cv_spearman_sd,oof_spearman,n_pred,n_defined_folds,controls
gemma_2_2b,resid_delta_norm,robust,actmag_only,0.04168935815504308,0.17699528047077157,0.06281180902010021,1,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,robust,geometry_only,0.5924868018894138,0.012157652906498156,0.5935172613029034,5,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,robust,direct_logit_only,0.5549541539316478,0.09313058033767316,0.5581586462071799,4,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,robust,coactivation_only,0.092014448457905,0.13583807825990382,0.08722852476138623,2,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,robust,full_no_magnitude,0.7534092803556545,0.028296487174351737,0.7607431193679929,15,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,robust,full_all,0.7888635732147821,0.03975007620299982,0.7899123323592484,19,5,"frequency,act_max"
gemma_2_2b,resid_delta_norm,effect_only,frequency_only,-0.12337994394000114,0.13010590458730653,-0.15876192112164542,1,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,actmag_only,0.02231731036398999,0.30869376925586733,0.020532672585250943,1,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,geometry_only,0.4313198110586275,0.08202720858287386,0.42585673174146377,5,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,direct_logit_only,0.4313642678521812,0.03318286459678568,0.4381755352837253,4,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,coactivation_only,-0.047735482078355096,0.12489768538293493,-0.0707670085223169,2,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,full_no_magnitude,0.5464629063628786,0.08111463463849541,0.5405580062000689,15,5,effect_l2
gemma_2_2b,resid_delta_norm,effect_only,full_all,0.5791053070297305,0.08418891935666024,0.5778557539528216,19,5,effect_l2
gemma_2_2b,resid_error_delta_norm,none,frequency_only,0.18954409279543458,0.11310641251451732,0.12352922565036137,1,5,
gemma_2_2b,resid_error_delta_norm,none,actmag_only,0.29657126979716597,0.14187418731041918,0.23152657251747238,1,5,
gemma_2_2b,resid_error_delta_norm,none,geometry_only,0.3654015004167825,0.04573436052664555,0.3588457649529439,5,5,
gemma_2_2b,resid_error_delta_norm,none,direct_logit_only,0.3365601555987775,0.06430701119348803,0.3377326414737941,4,5,
gemma_2_2b,resid_error_delta_norm,none,coactivation_only,0.08570158377327038,0.10020704754533047,0.0034613717930199223,2,5,
gemma_2_2b,resid_error_delta_norm,none,full_no_magnitude,0.48818005001389286,0.05672233691890163,0.47959777330859227,15,5,
gemma_2_2b,resid_error_delta_norm,none,full_all,0.47713253681578227,0.07170649623925611,0.4712639029322548,19,5,
gemma_2_2b,resid_error_delta_norm,primary,frequency_only,,,,1,0,"effect_l2,act_max,frequency"
gemma_2_2b,resid_error_delta_norm,primary,actmag_only,-0.1258460683523201,0.13735831177198865,-0.0757799531105901,1,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_error_delta_norm,primary,geometry_only,0.09442622950819675,0.12751322475056048,0.073015477949755,5,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_error_delta_norm,primary,direct_logit_only,0.10363989997221452,0.09165591073352343,0.10027889198768873,4,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_error_delta_norm,primary,coactivation_only,0.1119310919699917,0.09609258026674934,0.10123401371126345,2,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_error_delta_norm,primary,full_no_magnitude,0.2421450402889692,0.1371483731949478,0.22318914654607272,15,5,"effect_l2,act_max,frequency"
